Particle 1 position x_1 (cm), y_1 (cm), Particle 1 velocity v_x, v_y |  x_2,y_2,v_x,v_y ; ...
0.44565,1.39891,58.2252,71.4362|4.35801,1.10097,33.6829,39.7618|4.89803,2.67513,42.1532,14.8534|0.559126,0.833885,5.83056,-44.6377|4.65963,4.8652,28.4876,-75.5198|0.145489,0.709215,146.476,-154.759|3.66729,3.09648,305.153,-211.184|1.26374,3.15005,247.454,-320.912|2.53372,0.536862,363.629,-330.065|0.509927,3.76005,279.307,-337.959|2.02791,4.11212,289.282,-317.245|3.16655,1.54594,319.118,-350.655|2.28746,0.718035,273.521,-324.179|4.95232,1.37941,247.031,-311.978|1.70631,4.88145,195.45,-229.584|0.085945,0.0137964,131.049,250.782|1.583,3.30705,75.2738,-256.163|4.02956,3.89405,6.94063,-183.384|4.32489,2.8325,-32.484,-248.233|3.60196,0.560599,5.34107,-315.581|
0.446233,1.39964,58.2913,72.5968|4.35834,1.10136,33.5127,39.1113|4.89846,2.67528,43.214,14.9017|0.55919,0.833439,6.40111,-44.5755|4.65992,4.86445,28.8642,-74.8568|0.146948,0.707667,145.906,-154.789|3.67033,3.09437,304.174,-211.288|1.26621,3.14683,247.308,-321.789|2.53735,0.533555,363.719,-330.668|0.512708,3.75667,278.055,-337.59|2.03081,4.10895,290.145,-317.05|3.16974,1.54244,319.029,-350.184|2.29019,0.714792,273.091,-324.272|4.9548,1.37629,247.83,-312.281|1.70826,4.87916,195.366,-228.461|0.0872516,0.0162917,130.66,249.522|1.58376,3.30448,75.7399,-256.802|4.02962,3.89223,6.65933,-182.738|4.32457,2.83001,-32.3866,-248.412|3.60202,0.557434,5.70584,-316.505|
0.446816,1.40037,58.3575,73.7578|4.35868,1.10174,33.3436,38.4632|4.89891,2.67543,44.277,14.9499|0.55926,0.832994,6.97179,-44.5126|4.66021,4.86371,29.24,-74.1945|0.148401,0.706119,145.339,-154.822|3.67336,3.09226,303.197,-211.392|1.26868,3.1436,247.164,-322.666|2.54099,0.530242,363.809,-331.27|0.515476,3.7533,276.802,-337.22|2.03372,4.10578,291.009,-316.855|3.17293,1.53894,318.937,-349.712|2.29292,0.711548,272.659,-324.366|4.95729,1.37316,248.631,-312.585|1.71021,4.87689,195.281,-227.339|0.0885543,0.0187743,130.27,248.262|1.58452,3.30191,76.2046,-257.44|4.02969,3.89041,6.37717,-182.091|4.32425,2.82753,-32.291,-248.593|3.60208,0.55426,6.07545,-317.43|
0.447401,1.40112,58.4237,74.9192|4.35901,1.10212,33.1754,37.8176|4.89936,2.67558,45.3422,14.9978|0.559336,0.83255,7.54258,-44.4491|4.6605,4.86297,29.6152,-73.5329|0.149849,0.704571,144.774,-154.857|3.67638,3.09014,302.22,-211.496|1.27115,3.14037,247.023,-323.542|2.54463,0.526923,363.899,-331.873|0.518231,3.74993,275.549,-336.849|2.03664,4.10262,291.874,-316.662|3.17612,1.53545,318.842,-349.241|2.29564,0.708304,272.225,-324.459|4.95978,1.37003,249.435,-312.889|1.71217,4.87463,195.195,-226.217|0.0898531,0.0212443,129.879,247.004|1.58529,3.29933,76.668,-258.077|4.02975,3.88859,6.09413,-181.443|4.32392,2.82504,-32.1972,-248.776|3.60214,0.551076,6.44988,-318.355|
0.447986,1.40188,58.4898,76.0809|4.35934,1.10249,33.0081,37.1744|4.89982,2.67573,46.4097,15.0456|0.559417,0.832106,8.11348,-44.3849|4.6608,4.86224,29.9896,-72.872|0.151291,0.703022,144.212,-154.895|3.67939,3.08803,301.244,-211.6|1.27362,3.13712,246.883,-324.418|2.54827,0.523599,363.988,-332.475|0.520974,3.74657,274.295,-336.478|2.03957,4.09945,292.739,-316.469|3.17931,1.53196,318.745,-348.77|2.29836,0.705058,271.788,-324.552|4.96228,1.3669,250.242,-313.194|1.71412,4.87238,195.109,-225.096|0.091148,0.0237018,129.488,245.746|1.58606,3.29674,77.13,-258.712|4.02981,3.88678,5.81022,-180.794|4.3236,2.82255,-32.1053,-248.961|3.60221,0.547883,6.82909,-319.281|
0.448571,1.40266,58.5558,77.243|4.35967,1.10286,32.8419,36.5338|4.9003,2.67588,47.4794,15.0932|0.559503,0.831663,8.68447,-44.3201|4.66111,4.86152,30.3634,-72.2118|0.152728,0.701472,143.653,-154.936|3.6824,3.08591,300.269,-211.703|1.27609,3.13387,246.746,-325.294|2.55191,0.520268,364.077,-333.078|0.523705,3.7432,273.041,-336.106|2.0425,4.09629,293.605,-316.276|3.18249,1.52848,318.644,-348.299|2.30107,0.701812,271.348,-324.645|4.96479,1.36377,251.051,-313.499|1.71607,4.87014,195.022,-223.974|0.0924389,0.0261467,129.096,244.488|1.58683,3.29414,77.5907,-259.346|4.02986,3.88498,5.52545,-180.145|4.32328,2.82006,-32.0151,-249.149|3.60228,0.544681,7.21305,-320.207|
0.449157,1.40344,58.6218,78.4053|4.35999,1.10322,32.6766,35.8957|4.90078,2.67603,48.5514,15.1406|0.559596,0.83122,9.25556,-44.2547|4.66141,4.86081,30.7364,-71.5524|0.154159,0.699922,143.097,-154.979|3.68539,3.08379,299.294,-211.807|1.27856,3.13061,246.611,-326.17|2.55555,0.516931,364.166,-333.68|0.526423,3.73985,271.786,-335.734|2.04545,4.09313,294.471,-316.085|3.18568,1.525,318.541,-347.828|2.30378,0.698564,270.907,-324.738|4.96731,1.36063,251.863,-313.805|1.71802,4.86791,194.934,-222.854|0.093726,0.028579,128.704,243.231|1.58761,3.29155,78.05,-259.978|4.02992,3.88319,5.23982,-179.494|4.32296,2.81757,-31.9268,-249.338|3.60236,0.54147,7.60174,-321.134|
0.449744,1.40424,58.6877,79.5678|4.36032,1.10357,32.5124,35.2601|4.90128,2.67618,49.6256,15.188|0.559694,0.830778,9.82673,-44.1887|4.66173,4.8601,31.1088,-70.8936|0.155584,0.698372,142.544,-155.026|3.68837,3.08167,298.321,-211.911|1.28102,3.12734,246.478,-327.045|2.5592,0.513588,364.254,-334.282|0.529128,3.73649,270.531,-335.361|2.0484,4.08997,295.338,-315.895|3.18886,1.52153,318.434,-347.357|2.30648,0.695316,270.462,-324.831|4.96984,1.35749,252.678,-314.111|1.71996,4.86569,194.845,-221.734|0.0950091,0.0309987,128.31,241.975|1.5884,3.28894,78.508,-260.61|4.02996,3.8814,4.95332,-178.842|4.32265,2.81507,-31.8403,-249.529|3.60244,0.538249,7.99513,-322.061|
0.450332,1.40504,58.7535,80.7306|4.36064,1.10392,32.3492,34.6271|4.90179,2.67633,50.702,15.2351|0.559798,0.830337,10.398,-44.1222|4.66204,4.85939,31.4804,-70.2355|0.157004,0.696821,141.994,-155.075|3.69135,3.07955,297.349,-212.015|1.28349,3.12406,246.347,-327.92|2.56284,0.510239,364.342,-334.884|0.531821,3.73314,269.276,-334.987|2.05136,4.08681,296.205,-315.705|3.19205,1.51806,318.325,-346.887|2.30918,0.692067,270.016,-324.923|4.97237,1.35434,253.495,-314.418|1.72191,4.86348,194.756,-220.614|0.0962882,0.0334059,127.916,240.72|1.58919,3.28633,78.9646,-261.239|4.03001,3.87962,4.66597,-178.19|4.32233,2.81257,-31.7556,-249.722|3.60252,0.535019,8.39317,-322.989|
0.45092,1.40586,58.8191,81.8936|4.36096,1.10426,32.1869,33.9966|4.90231,2.67649,51.7807,15.2822|0.559908,0.829896,10.9693,-44.0551|4.66236,4.8587,31.8514,-69.5782|0.158418,0.69527,141.446,-155.126|3.69431,3.07743,296.378,-212.118|1.28595,3.12077,246.218,-328.795|2.56648,0.506885,364.43,-335.486|0.534501,3.7298,268.02,-334.613|2.05433,4.08366,297.073,-315.516|3.19523,1.5146,318.213,-346.417|2.31188,0.688817,269.567,-325.015|4.97492,1.3512,254.315,-314.726|1.72386,4.86129,194.666,-219.495|0.0975634,0.0358006,127.522,239.465|1.58998,3.28371,79.4198,-261.868|4.03006,3.87784,4.37776,-177.536|4.32201,2.81007,-31.6728,-249.917|3.60261,0.53178,8.79585,-323.917|
