No iterations: 800
Time (s), Position 1 (cm), Velocity 1 (cm s-1), Acceleration 1 (cm s-2), Position 2 (cm), Velocity 2 (cm s-1), Acceleration 2 (cm s-2)
7.19, 2.99959, 1.71879,1.50062,9.00041, -1.71879,-1.50062
7.2, 3.01677, 1.7338,1.47484,8.98323, -1.7338,-1.47484
7.21, 3.03411, 1.74855,1.44883,8.96589, -1.74855,-1.44883
7.22, 3.0516, 1.76303,1.4226,8.9484, -1.76303,-1.42261
7.23, 3.06923, 1.77726,1.39616,8.93077, -1.77726,-1.39616
7.24, 3.087, 1.79122,1.3695,8.913, -1.79122,-1.3695
7.25, 3.10491, 1.80492,1.34263,8.89509, -1.80492,-1.34263
7.26, 3.12296, 1.81834,1.31556,8.87704, -1.81834,-1.31556
7.27, 3.14114, 1.8315,1.28828,8.85886, -1.8315,-1.28828
7.28, 3.15946, 1.84438,1.26081,8.84054, -1.84438,-1.26081
7.29, 3.1779, 1.85699,1.23314,8.8221, -1.85699,-1.23315
7.3, 3.19647, 1.86932,1.20529,8.80353, -1.86932,-1.20529
7.31, 3.21517, 1.88137,1.17725,8.78483, -1.88137,-1.17725
7.32, 3.23398, 1.89315,1.14903,8.76602, -1.89315,-1.14903
7.33, 3.25291, 1.90464,1.12063,8.74709, -1.90464,-1.12063
7.34, 3.27196, 1.91584,1.09206,8.72804, -1.91584,-1.09206
7.35, 3.29112, 1.92676,1.06332,8.70888, -1.92676,-1.06332
7.36, 3.31038, 1.9374,1.03442,8.68962, -1.9374,-1.03442
7.37, 3.32976, 1.94774,1.00536,8.67024, -1.94774,-1.00536
7.38, 3.34924, 1.95779,0.976147,8.65076, -1.95779,-0.976147
7.39, 3.36881, 1.96756,0.94678,8.63119, -1.96756,-0.94678
7.4, 3.38849, 1.97702,0.917266,8.61151, -1.97702,-0.917265
7.41, 3.40826, 1.9862,0.887611,8.59174, -1.9862,-0.887611
7.42, 3.42812, 1.99507,0.857818,8.57188, -1.99507,-0.857818
7.43, 3.44807, 2.00365,0.827892,8.55193, -2.00365,-0.827891
7.44, 3.46811, 2.01193,0.797837,8.53189, -2.01193,-0.797836
7.45, 3.48823, 2.01991,0.767658,8.51177, -2.01991,-0.767658
7.46, 3.50843, 2.02758,0.737359,8.49157, -2.02758,-0.73736
7.47, 3.5287, 2.03496,0.706946,8.4713, -2.03496,-0.706946
7.48, 3.54905, 2.04203,0.676421,8.45095, -2.04203,-0.676422
7.49, 3.56947, 2.04879,0.645791,8.43053, -2.04879,-0.64579
7.5, 3.58996, 2.05525,0.615059,8.41004, -2.05525,-0.615058
7.51, 3.61051, 2.0614,0.58423,8.38949, -2.0614,-0.584229
7.52, 3.63113, 2.06724,0.553309,8.36887, -2.06724,-0.553309
7.53, 3.6518, 2.07278,0.5223,8.3482, -2.07278,-0.522301
7.54, 3.67253, 2.078,0.491209,8.32747, -2.078,-0.491209
7.55, 3.69331, 2.08291,0.460039,8.30669, -2.08291,-0.46004
7.56, 3.71414, 2.08751,0.428796,8.28586, -2.08751,-0.428796
7.57, 3.73501, 2.0918,0.397483,8.26499, -2.0918,-0.397482
7.58, 3.75593, 2.09577,0.366106,8.24407, -2.09577,-0.366105
7.59, 3.77689, 2.09944,0.334669,8.22311, -2.09944,-0.33467
7.6, 3.79788, 2.10278,0.303178,8.20212, -2.10278,-0.303177
7.61, 3.81891, 2.10581,0.271636,8.18109, -2.10581,-0.271636
7.62, 3.83997, 2.10853,0.240048,8.16003, -2.10853,-0.240048
7.63, 3.86105, 2.11093,0.208421,8.13895, -2.11093,-0.208421
7.64, 3.88216, 2.11301,0.176757,8.11784, -2.11301,-0.176757
7.65, 3.90329, 2.11478,0.145061,8.09671, -2.11478,-0.145061
7.66, 3.92444, 2.11623,0.11334,8.07556, -2.11623,-0.113339
7.67, 3.9456, 2.11737,0.0815962,8.0544, -2.11737,-0.0815964
7.68, 3.96678, 2.11818,0.049836,8.03322, -2.11818,-0.0498362
7.69, 3.98796, 2.11868,0.0180631,8.01204, -2.11868,-0.0180631
7.7, 4.00914, 2.11886,-0.0137172,7.99086, -2.11886,0.0137172
7.71, 4.03033, 2.11872,-0.0455003,7.96967, -2.11872,0.0455003
7.72, 4.05152, 2.11827,-0.0772812,7.94848, -2.11827,0.0772812
7.73, 4.0727, 2.1175,-0.109055,7.9273, -2.1175,0.109055
7.74, 4.09388, 2.11641,-0.140817,7.90612, -2.11641,0.140817
7.75, 4.11504, 2.115,-0.172563,7.88496, -2.115,0.172563
7.76, 4.13619, 2.11327,-0.204288,7.86381, -2.11327,0.204288
7.77, 4.15733, 2.11123,-0.235988,7.84267, -2.11123,0.235988
7.78, 4.17844, 2.10887,-0.267656,7.82156, -2.10887,0.267656
7.79, 4.19953, 2.10619,-0.299289,7.80047, -2.10619,0.299289
7.8, 4.22059, 2.1032,-0.330882,7.77941, -2.1032,0.330882
7.81, 4.24162, 2.09989,-0.36243,7.75838, -2.09989,0.36243
7.82, 4.26262, 2.09627,-0.393929,7.73738, -2.09627,0.393929
7.83, 4.28358, 2.09233,-0.425373,7.71642, -2.09233,0.425373
7.84, 4.3045, 2.08807,-0.456757,7.6955, -2.08807,0.456757
7.85, 4.32539, 2.08351,-0.488078,7.67461, -2.08351,0.488078
7.86, 4.34622, 2.07863,-0.519331,7.65378, -2.07863,0.519331
7.87, 4.36701, 2.07343,-0.55051,7.63299, -2.07343,0.55051
7.88, 4.38774, 2.06793,-0.581612,7.61226, -2.06793,0.581612
7.89, 4.40842, 2.06211,-0.612631,7.59158, -2.06211,0.612631
7.9, 4.42904, 2.05598,-0.643563,7.57096, -2.05598,0.643563
7.91, 4.4496, 2.04955,-0.674402,7.5504, -2.04955,0.674402
7.92, 4.4701, 2.0428,-0.705146,7.5299, -2.0428,0.705146
7.93, 4.49053, 2.03575,-0.735788,7.50947, -2.03575,0.735788
7.94, 4.51088, 2.0284,-0.766324,7.48912, -2.0284,0.766324
7.95, 4.53117, 2.02073,-0.79675,7.46883, -2.02073,0.79675
7.96, 4.55137, 2.01276,-0.827061,7.44863, -2.01276,0.827061
7.97, 4.5715, 2.00449,-0.857252,7.4285, -2.00449,0.857252
7.98, 4.59155, 1.99592,-0.88732,7.40845, -1.99592,0.88732
7.99, 4.61151, 1.98705,-0.917258,7.38849, -1.98705,0.917258
