No iterations: 800
Time (s), Position 1 (cm), Velocity 1 (cm s-1), Acceleration 1 (cm s-2), Position 2 (cm), Velocity 2 (cm s-1), Acceleration 2 (cm s-2)
7.17, 5.80034, -0.524394,-3.45051,6.48284, 0.844007,0.775747
7.18, 5.7951, -0.558899,-3.44265,6.49128, 0.851765,0.763087
7.19, 5.78951, -0.593325,-3.43426,6.49979, 0.859396,0.75031
7.2, 5.78357, -0.627668,-3.42536,6.50839, 0.866899,0.73742
7.21, 5.7773, -0.661921,-3.41595,6.51706, 0.874273,0.724416
7.22, 5.77068, -0.696081,-3.40602,6.5258, 0.881517,0.711303
7.23, 5.76372, -0.730141,-3.39558,6.53461, 0.88863,0.69808
7.24, 5.75642, -0.764097,-3.38462,6.5435, 0.895611,0.68475
7.25, 5.74878, -0.797943,-3.37316,6.55246, 0.902458,0.671316
7.26, 5.7408, -0.831675,-3.36119,6.56148, 0.909172,0.657779
7.27, 5.73248, -0.865287,-3.34872,6.57057, 0.915749,0.644141
7.28, 5.72383, -0.898774,-3.33574,6.57973, 0.922191,0.630405
7.29, 5.71484, -0.932131,-3.32226,6.58895, 0.928495,0.616573
7.3, 5.70552, -0.965354,-3.30828,6.59824, 0.934661,0.602645
7.31, 5.69586, -0.998436,-3.2938,6.60758, 0.940687,0.588625
7.32, 5.68588, -1.03137,-3.27882,6.61699, 0.946573,0.574515
7.33, 5.67557, -1.06416,-3.26335,6.62646, 0.952318,0.560316
7.34, 5.66492, -1.0968,-3.24739,6.63598, 0.957922,0.546031
7.35, 5.65396, -1.12927,-3.23093,6.64556, 0.963382,0.531662
7.36, 5.64266, -1.16158,-3.214,6.65519, 0.968698,0.517211
7.37, 5.63105, -1.19372,-3.19657,6.66488, 0.973871,0.502681
7.38, 5.61911, -1.22568,-3.17867,6.67462, 0.978897,0.488073
7.39, 5.60685, -1.25747,-3.16028,6.68441, 0.983778,0.47339
7.4, 5.59428, -1.28907,-3.14142,6.69424, 0.988512,0.458633
7.41, 5.58139, -1.32049,-3.12208,6.70413, 0.993098,0.443805
7.42, 5.56818, -1.35171,-3.10228,6.71406, 0.997536,0.428909
7.43, 5.55467, -1.38273,-3.082,6.72404, 1.00183,0.413946
7.44, 5.54084, -1.41355,-3.06126,6.73405, 1.00596,0.398918
7.45, 5.5267, -1.44416,-3.04006,6.74411, 1.00995,0.383829
7.46, 5.51226, -1.47457,-3.01839,6.75421, 1.01379,0.36868
7.47, 5.49752, -1.50475,-2.99627,6.76435, 1.01748,0.353473
7.48, 5.48247, -1.53471,-2.9737,6.77453, 1.02101,0.338211
7.49, 5.46712, -1.56445,-2.95068,6.78474, 1.0244,0.322896
7.5, 5.45148, -1.59396,-2.92722,6.79498, 1.02763,0.307529
7.51, 5.43554, -1.62323,-2.90331,6.80526, 1.0307,0.292115
7.52, 5.41931, -1.65226,-2.87896,6.81556, 1.03362,0.276654
7.53, 5.40278, -1.68105,-2.85417,6.8259, 1.03639,0.261151
7.54, 5.38597, -1.70959,-2.82896,6.83626, 1.039,0.245605
7.55, 5.36888, -1.73788,-2.80331,6.84665, 1.04146,0.23002
7.56, 5.3515, -1.76592,-2.77725,6.85707, 1.04376,0.214398
7.57, 5.33384, -1.79369,-2.75076,6.86751, 1.0459,0.198741
7.58, 5.3159, -1.8212,-2.72385,6.87796, 1.04789,0.183053
7.59, 5.29769, -1.84843,-2.69653,6.88844, 1.04972,0.167335
7.6, 5.2792, -1.8754,-2.66881,6.89894, 1.05139,0.151588
7.61, 5.26045, -1.90209,-2.64068,6.90945, 1.05291,0.135818
7.62, 5.24143, -1.92849,-2.61214,6.91998, 1.05427,0.120024
7.63, 5.22215, -1.95462,-2.58322,6.93053, 1.05547,0.104211
7.64, 5.2026, -1.98045,-2.5539,6.94108, 1.05651,0.0883784
7.65, 5.18279, -2.00599,-2.52419,6.95165, 1.05739,0.0725305
7.66, 5.16273, -2.03123,-2.4941,6.96222, 1.05812,0.0566697
7.67, 5.14242, -2.05617,-2.46363,6.9728, 1.05868,0.0407982
7.68, 5.12186, -2.08081,-2.43279,6.98339, 1.05909,0.0249181
7.69, 5.10105, -2.10513,-2.40158,6.99398, 1.05934,0.00903153
7.7, 5.08, -2.12915,-2.37,7.00457, 1.05943,-0.00685859
7.71, 5.05871, -2.15285,-2.33806,7.01517, 1.05936,-0.0227501
7.72, 5.03718, -2.17623,-2.30577,7.02576, 1.05913,-0.0386403
7.73, 5.01542, -2.19929,-2.27313,7.03635, 1.05875,-0.0545275
7.74, 4.99343, -2.22202,-2.24014,7.04694, 1.0582,-0.0704091
7.75, 4.97121, -2.24442,-2.20681,7.05752, 1.0575,-0.086282
7.76, 4.94876, -2.26649,-2.17314,7.0681, 1.05664,-0.102144
7.77, 4.9261, -2.28822,-2.13915,7.07866, 1.05561,-0.117994
7.78, 4.90321, -2.30961,-2.10482,7.08922, 1.05443,-0.133828
7.79, 4.88012, -2.33066,-2.07018,7.09976, 1.0531,-0.149644
7.8, 4.85681, -2.35136,-2.03522,7.11029, 1.0516,-0.165441
7.81, 4.8333, -2.37171,-1.99995,7.12081, 1.04995,-0.181215
7.82, 4.80958, -2.39171,-1.96437,7.13131, 1.04813,-0.196964
7.83, 4.78566, -2.41136,-1.9285,7.14179, 1.04616,-0.212686
7.84, 4.76155, -2.43064,-1.89233,7.15225, 1.04404,-0.228378
7.85, 4.73724, -2.44956,-1.85587,7.16269, 1.04175,-0.24404
7.86, 4.71275, -2.46812,-1.81912,7.17311, 1.03931,-0.259666
7.87, 4.68807, -2.48631,-1.7821,7.1835, 1.03672,-0.275255
7.88, 4.6632, -2.50414,-1.74481,7.19387, 1.03396,-0.290806
7.89, 4.63816, -2.52158,-1.70724,7.20421, 1.03106,-0.306315
7.9, 4.61295, -2.53866,-1.66942,7.21452, 1.02799,-0.321781
7.91, 4.58756, -2.55535,-1.63134,7.2248, 1.02477,-0.337201
7.92, 4.56201, -2.57166,-1.59301,7.23505, 1.0214,-0.352572
7.93, 4.53629, -2.58759,-1.55444,7.24526, 1.01788,-0.367894
7.94, 4.51041, -2.60314,-1.51562,7.25544, 1.0142,-0.383162
7.95, 4.48438, -2.61829,-1.47657,7.26558, 1.01037,-0.398375
7.96, 4.4582, -2.63306,-1.4373,7.27569, 1.00638,-0.41353
7.97, 4.43187, -2.64743,-1.3978,7.28575, 1.00225,-0.428626
7.98, 4.40539, -2.66141,-1.35809,7.29577, 0.997961,-0.44366
7.99, 4.37878, -2.67499,-1.31817,7.30575, 0.993524,-0.458629
