No iterations: 900
Time (s), Position 1 (cm), Velocity 1 (cm s-1), Acceleration 1 (cm s-2), Position 2 (cm), Velocity 2 (cm s-1), Acceleration 2 (cm s-2)
7.23, 5.50551, 1.57503,-2.40661,9.24574, 5.5704,-2.69489
7.24, 5.52126, 1.55096,-2.42551,9.30144, 5.54345,-2.76173
7.25, 5.53677, 1.52671,-2.44413,9.35688, 5.51584,-2.82825
7.26, 5.55204, 1.50227,-2.46245,9.41203, 5.48755,-2.89444
7.27, 5.56706, 1.47764,-2.48047,9.46691, 5.45861,-2.96029
7.28, 5.58184, 1.45284,-2.49821,9.5215, 5.42901,-3.0258
7.29, 5.59637, 1.42786,-2.51564,9.57579, 5.39875,-3.09094
7.3, 5.61065, 1.4027,-2.53277,9.62977, 5.36784,-3.15573
7.31, 5.62467, 1.37737,-2.54961,9.68345, 5.33628,-3.22014
7.32, 5.63845, 1.35188,-2.56614,9.73682, 5.30408,-3.28418
7.33, 5.65196, 1.32622,-2.58236,9.78986, 5.27124,-3.34783
7.34, 5.66523, 1.30039,-2.59827,9.84257, 5.23776,-3.41108
7.35, 5.67823, 1.27441,-2.61388,9.89495, 5.20365,-3.47394
7.36, 5.69097, 1.24827,-2.62917,9.94698, 5.16891,-3.53638
7.37, 5.70346, 1.22198,-2.64415,9.99867, 5.13355,-3.59841
7.38, 5.71568, 1.19554,-2.65881,10.05, 5.09756,-3.66001
7.39, 5.72763, 1.16895,-2.67316,10.101, 5.06096,-3.72118
7.4, 5.73932, 1.14222,-2.68719,10.1516, 5.02375,-3.78191
7.41, 5.75074, 1.11535,-2.70089,10.2018, 4.98593,-3.8422
7.42, 5.7619, 1.08834,-2.71428,10.2517, 4.94751,-3.90203
7.43, 5.77278, 1.06119,-2.72734,10.3012, 4.90849,-3.9614
7.44, 5.78339, 1.03392,-2.74007,10.3502, 4.86888,-4.0203
7.45, 5.79373, 1.00652,-2.75248,10.3989, 4.82867,-4.07873
7.46, 5.8038, 0.978995,-2.76456,10.4472, 4.78789,-4.13667
7.47, 5.81359, 0.951349,-2.7763,10.4951, 4.74652,-4.19412
7.48, 5.8231, 0.923586,-2.78772,10.5426, 4.70458,-4.25108
7.49, 5.83234, 0.895709,-2.7988,10.5896, 4.66207,-4.30754
7.5, 5.84129, 0.867721,-2.80955,10.6362, 4.61899,-4.36348
7.51, 5.84997, 0.839625,-2.81997,10.6824, 4.57536,-4.41891
7.52, 5.85837, 0.811426,-2.83004,10.7282, 4.53117,-4.47381
7.53, 5.86648, 0.783125,-2.83978,10.7735, 4.48643,-4.52819
7.54, 5.87431, 0.754728,-2.84918,10.8184, 4.44115,-4.58203
7.55, 5.88186, 0.726236,-2.85823,10.8628, 4.39533,-4.63532
7.56, 5.88912, 0.697653,-2.86695,10.9067, 4.34897,-4.68806
7.57, 5.8961, 0.668984,-2.87532,10.9502, 4.30209,-4.74025
7.58, 5.90279, 0.640231,-2.88335,10.9932, 4.25469,-4.79188
7.59, 5.90919, 0.611397,-2.89103,11.0358, 4.20677,-4.84293
7.6, 5.91531, 0.582487,-2.89837,11.0778, 4.15834,-4.89341
7.61, 5.92113, 0.553503,-2.90536,11.1194, 4.10941,-4.94331
7.62, 5.92667, 0.52445,-2.912,11.1605, 4.05998,-4.99263
7.63, 5.93191, 0.49533,-2.91829,11.2011, 4.01005,-5.04135
7.64, 5.93686, 0.466147,-2.92424,11.2412, 3.95964,-5.08947
7.65, 5.94152, 0.436905,-2.92983,11.2808, 3.90874,-5.13698
7.66, 5.94589, 0.407606,-2.93507,11.3199, 3.85737,-5.18389
7.67, 5.94997, 0.378256,-2.93996,11.3585, 3.80553,-5.23018
7.68, 5.95375, 0.348856,-2.9445,11.3965, 3.75323,-5.27584
7.69, 5.95724, 0.319411,-2.94869,11.4341, 3.70047,-5.32088
7.7, 5.96043, 0.289924,-2.95252,11.4711, 3.64726,-5.36529
7.71, 5.96333, 0.260399,-2.956,11.5075, 3.59361,-5.40905
7.72, 5.96594, 0.230839,-2.95913,11.5435, 3.53952,-5.45218
7.73, 5.96825, 0.201248,-2.9619,11.5789, 3.485,-5.49465
7.74, 5.97026, 0.171629,-2.96431,11.6137, 3.43005,-5.53647
7.75, 5.97197, 0.141985,-2.96637,11.648, 3.37469,-5.57763
7.76, 5.97339, 0.112322,-2.96807,11.6818, 3.31891,-5.61813
7.77, 5.97452, 0.082641,-2.96942,11.715, 3.26273,-5.65796
7.78, 5.97534, 0.0529468,-2.97041,11.7476, 3.20615,-5.69711
7.79, 5.97587, 0.0232427,-2.97105,11.7797, 3.14918,-5.73558
7.8, 5.97611, -0.00646783,-2.97133,11.8111, 3.09182,-5.77337
7.81, 5.97604, -0.0361811,-2.97125,11.8421, 3.03409,-5.81047
7.82, 5.97568, -0.0658936,-2.97082,11.8724, 2.97598,-5.84688
7.83, 5.97502, -0.0956018,-2.97003,11.9022, 2.91752,-5.88259
7.84, 5.97406, -0.125302,-2.96888,11.9313, 2.85869,-5.9176
7.85, 5.97281, -0.154991,-2.96737,11.9599, 2.79951,-5.95191
7.86, 5.97126, -0.184665,-2.96551,11.9879, 2.73999,-5.9855
7.87, 5.96942, -0.21432,-2.9633,12.0153, 2.68014,-6.01838
7.88, 5.96727, -0.243953,-2.96073,12.0421, 2.61996,-6.05055
7.89, 5.96483, -0.27356,-2.9578,12.0683, 2.55945,-6.08198
7.9, 5.9621, -0.303138,-2.95452,12.0939, 2.49863,-6.1127
7.91, 5.95907, -0.332683,-2.95088,12.1189, 2.4375,-6.14268
7.92, 5.95574, -0.362192,-2.94689,12.1433, 2.37608,-6.17193
7.93, 5.95212, -0.391661,-2.94254,12.167, 2.31436,-6.20044
7.94, 5.9482, -0.421086,-2.93784,12.1902, 2.25235,-6.22822
7.95, 5.94399, -0.450465,-2.93279,12.2127, 2.19007,-6.25524
7.96, 5.93948, -0.479792,-2.92738,12.2346, 2.12752,-6.28153
7.97, 5.93469, -0.509066,-2.92162,12.2559, 2.0647,-6.30706
7.98, 5.9296, -0.538282,-2.91552,12.2765, 2.00163,-6.33183
7.99, 5.92421, -0.567438,-2.90906,12.2965, 1.93831,-6.35585
8, 5.91854, -0.596528,-2.90225,12.3159, 1.87476,-6.37911
8.01, 5.91257, -0.625551,-2.89509,12.3347, 1.81096,-6.40161
8.02, 5.90632, -0.654502,-2.88758,12.3528, 1.74695,-6.42334
8.03, 5.89977, -0.683377,-2.87973,12.3703, 1.68271,-6.4443
8.04, 5.89294, -0.712175,-2.87153,12.3871, 1.61827,-6.4645
8.05, 5.88582, -0.74089,-2.86298,12.4033, 1.55363,-6.48392
8.06, 5.87841, -0.76952,-2.85409,12.4188, 1.48879,-6.50256
8.07, 5.87071, -0.798061,-2.84486,12.4337, 1.42376,-6.52042
8.08, 5.86273, -0.826509,-2.83528,12.4479, 1.35856,-6.53751
8.09, 5.85447, -0.854862,-2.82536,12.4615, 1.29318,-6.55381
8.1, 5.84592, -0.883116,-2.8151,12.4744, 1.22764,-6.56933
8.11, 5.83709, -0.911267,-2.80451,12.4867, 1.16195,-6.58406
8.12, 5.82798, -0.939312,-2.79357,12.4983, 1.09611,-6.59801
8.13, 5.81858, -0.967247,-2.7823,12.5093, 1.03013,-6.61116
8.14, 5.80891, -0.99507,-2.77069,12.5196, 0.964019,-6.62352
8.15, 5.79896, -1.02278,-2.75875,12.5292, 0.897784,-6.63509
8.16, 5.78873, -1.05036,-2.74648,12.5382, 0.831433,-6.64586
8.17, 5.77823, -1.07783,-2.73387,12.5465, 0.764974,-6.65584
8.18, 5.76745, -1.10517,-2.72094,12.5542, 0.698416,-6.66502
8.19, 5.7564, -1.13238,-2.70768,12.5612, 0.631766,-6.6734
8.2, 5.74507, -1.15945,-2.69409,12.5675, 0.565032,-6.68098
8.21, 5.73348, -1.1864,-2.68018,12.5731, 0.498222,-6.68776
8.22, 5.72162, -1.2132,-2.66594,12.5781, 0.431344,-6.69374
8.23, 5.70948, -1.23986,-2.65138,12.5824, 0.364407,-6.69892
8.24, 5.69708, -1.26637,-2.6365,12.5861, 0.297418,-6.70329
8.25, 5.68442, -1.29274,-2.62131,12.589, 0.230385,-6.70686
8.26, 5.67149, -1.31895,-2.60579,12.5914, 0.163316,-6.70962
8.27, 5.6583, -1.34501,-2.58997,12.593, 0.0962199,-6.71158
8.28, 5.64485, -1.37091,-2.57383,12.5939, 0.029104,-6.71274
8.29, 5.63115, -1.39664,-2.55737,12.5942, -0.0380233,-6.71309
8.3, 5.61718, -1.42222,-2.54061,12.5939, -0.105154,-6.71263
8.31, 5.60296, -1.44762,-2.52355,12.5928, -0.172281,-6.71137
8.32, 5.58848, -1.47286,-2.50618,12.5911, -0.239394,-6.7093
8.33, 5.57375, -1.49792,-2.4885,12.5887, -0.306487,-6.70643
8.34, 5.55877, -1.52281,-2.47053,12.5856, -0.373551,-6.70275
8.35, 5.54354, -1.54751,-2.45225,12.5819, -0.440579,-6.69827
8.36, 5.52807, -1.57203,-2.43368,12.5775, -0.507562,-6.69298
8.37, 5.51235, -1.59637,-2.41482,12.5724, -0.574491,-6.68689
8.38, 5.49639, -1.62052,-2.39566,12.5667, -0.64136,-6.68
8.39, 5.48018, -1.64448,-2.37622,12.5602, -0.70816,-6.6723
8.4, 5.46374, -1.66824,-2.35648,12.5532, -0.774883,-6.6638
8.41, 5.44705, -1.6918,-2.33646,12.5454, -0.841521,-6.6545
8.42, 5.43014, -1.71517,-2.31616,12.537, -0.908066,-6.64441
8.43, 5.41298, -1.73833,-2.29558,12.5279, -0.97451,-6.63351
8.44, 5.3956, -1.76128,-2.27472,12.5182, -1.04085,-6.62181
8.45, 5.37799, -1.78403,-2.25358,12.5078, -1.10706,-6.60932
8.46, 5.36015, -1.80657,-2.23218,12.4967, -1.17316,-6.59604
8.47, 5.34208, -1.82889,-2.2105,12.485, -1.23912,-6.58196
8.48, 5.32379, -1.85099,-2.18855,12.4726, -1.30494,-6.56709
8.49, 5.30528, -1.87288,-2.16634,12.4595, -1.37061,-6.55143
8.5, 5.28655, -1.89454,-2.14386,12.4458, -1.43612,-6.53499
8.51, 5.26761, -1.91598,-2.12113,12.4315, -1.50147,-6.51775
8.52, 5.24845, -1.93719,-2.09814,12.4164, -1.56665,-6.49973
8.53, 5.22908, -1.95817,-2.07489,12.4008, -1.63165,-6.48093
8.54, 5.20949, -1.97892,-2.05139,12.3845, -1.69646,-6.46136
8.55, 5.18971, -1.99944,-2.02765,12.3675, -1.76107,-6.441
8.56, 5.16971, -2.01971,-2.00365,12.3499, -1.82548,-6.41986
8.57, 5.14951, -2.03975,-1.97942,12.3316, -1.88968,-6.39796
8.58, 5.12912, -2.05954,-1.95494,12.3127, -1.95366,-6.37528
8.59, 5.10852, -2.07909,-1.93023,12.2932, -2.01741,-6.35184
8.6, 5.08773, -2.0984,-1.90528,12.273, -2.08093,-6.32763
8.61, 5.06675, -2.11745,-1.88009,12.2522, -2.14421,-6.30266
8.62, 5.04557, -2.13625,-1.85469,12.2308, -2.20723,-6.27693
8.63, 5.02421, -2.1548,-1.82905,12.2087, -2.27,-6.25044
8.64, 5.00266, -2.17309,-1.80319,12.186, -2.33251,-6.2232
8.65, 4.98093, -2.19112,-1.77712,12.1627, -2.39474,-6.19521
8.66, 4.95902, -2.20889,-1.75082,12.1387, -2.45669,-6.16647
8.67, 4.93693, -2.2264,-1.72432,12.1142, -2.51835,-6.13699
8.68, 4.91467, -2.24364,-1.6976,12.089, -2.57972,-6.10677
8.69, 4.89223, -2.26062,-1.67068,12.0632, -2.64079,-6.07582
8.7, 4.86962, -2.27732,-1.64355,12.0368, -2.70155,-6.04413
8.71, 4.84685, -2.29376,-1.61622,12.0098, -2.76199,-6.01171
8.72, 4.82391, -2.30992,-1.5887,11.9821, -2.82211,-5.97857
8.73, 4.80081, -2.32581,-1.56098,11.9539, -2.88189,-5.9447
8.74, 4.77756, -2.34142,-1.53307,11.9251, -2.94134,-5.91012
8.75, 4.75414, -2.35675,-1.50497,11.8957, -3.00044,-5.87482
8.76, 4.73057, -2.3718,-1.47669,11.8657, -3.05919,-5.83882
8.77, 4.70686, -2.38657,-1.44823,11.8351, -3.11758,-5.80211
8.78, 4.68299, -2.40105,-1.41959,11.8039, -3.1756,-5.76469
8.79, 4.65898, -2.41524,-1.39078,11.7722, -3.23325,-5.72659
8.8, 4.63483, -2.42915,-1.36179,11.7398, -3.29051,-5.68779
8.81, 4.61054, -2.44277,-1.33264,11.7069, -3.34739,-5.6483
8.82, 4.58611, -2.4561,-1.30333,11.6734, -3.40387,-5.60813
8.83, 4.56155, -2.46913,-1.27386,11.6394, -3.45996,-5.56729
8.84, 4.53686, -2.48187,-1.24423,11.6048, -3.51563,-5.52577
8.85, 4.51204, -2.49431,-1.21444,11.5696, -3.57089,-5.48358
8.86, 4.48709, -2.50646,-1.18451,11.5339, -3.62572,-5.44073
8.87, 4.46203, -2.5183,-1.15443,11.4977, -3.68013,-5.39722
8.88, 4.43685, -2.52984,-1.12422,11.4609, -3.7341,-5.35306
8.89, 4.41155, -2.54109,-1.09386,11.4235, -3.78763,-5.30825
8.9, 4.38614, -2.55203,-1.06336,11.3857, -3.84071,-5.2628
8.91, 4.36062, -2.56266,-1.03274,11.3473, -3.89334,-5.21671
8.92, 4.33499, -2.57299,-1.00199,11.3083, -3.94551,-5.16999
8.93, 4.30926, -2.58301,-0.971112,11.2689, -3.99721,-5.12264
8.94, 4.28343, -2.59272,-0.940116,11.2289, -4.04844,-5.07468
8.95, 4.2575, -2.60212,-0.909004,11.1884, -4.09918,-5.0261
8.96, 4.23148, -2.61121,-0.877778,11.1474, -4.14944,-4.97691
8.97, 4.20537, -2.61999,-0.846443,11.1059, -4.19921,-4.92711
8.98, 4.17917, -2.62845,-0.815004,11.0639, -4.24848,-4.87672
8.99, 4.15289, -2.6366,-0.783463,11.0214, -4.29725,-4.82574
